Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Airline_clean,Source_clean,Duration_Minutes,Total_Stops_Num,Source_Code,Duration
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,17:00,20:20,1 stop,Standard Stopover,8610,saudia,dammam,1640,1.0,DMM,1640
Saudia,2019-06-15,Jeddah,London,Jeddah → London,13:00,19:00,1 stop,Standard Stopover,14714,saudia,jeddah,360,1.0,JED,360
Saudia,2019-06-03,Riyadh,Jeddah,Riyadh → Jeddah,08:30,11:20,non-stop,Express Flight,4823,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-05-27,Jeddah,London,Jeddah → London,07:55,15:45,1 stop,Standard Stopover,6451,saudia,jeddah,470,1.0,JED,470
Saudia,2019-05-21,Jeddah,London,Jeddah → London,14:00,19:00,1 stop,Standard Stopover,16079,saudia,jeddah,300,1.0,JED,300
Saudia,2019-06-01,Jeddah,London,Jeddah → London,11:00,14:15,non-stop,No Meal,7202,saudia,jeddah,195,0.0,JED,195
Saudia,2019-03-24,Riyadh,Dubai,Riyadh → Dubai,23:30,02:20,non-stop,Express Flight,4944,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-06-01,Riyadh,Jeddah,Riyadh → Jeddah,05:55,08:35,non-stop,Express Flight,3625,saudia,riyadh,160,0.0,RUH,160
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,14:05,12:00,1 stop,No Meal,9663,saudia,dammam,1315,1.0,DMM,1315
Saudia,2019-05-15,Jeddah,London,Jeddah → London,10:20,19:00,1 stop,Standard Stopover,9794,saudia,jeddah,520,1.0,JED,520
Saudia,2019-05-01,Medina,Cairo,Medina → Cairo,13:15,14:45,non-stop,Express Flight,2437,saudia,medina,90,0.0,MED,90
Saudia,2019-06-15,Jeddah,London,Jeddah → London,10:00,01:30,1 stop,Standard Stopover,13377,saudia,jeddah,930,1.0,JED,930
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,20:00,04:40,1 stop,No Meal,8586,saudia,dammam,520,1.0,DMM,520
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,08:55,15:15,1 stop,Standard Stopover,19225,saudia,riyadh,380,1.0,RUH,380
Saudia,2019-05-18,Jeddah,London,Jeddah → London,22:50,04:25,1 stop,Standard Stopover,15554,saudia,jeddah,335,1.0,JED,335
Saudia,2019-05-01,Dammam,Riyadh,Dammam → Riyadh,09:35,22:05,1 stop,Standard Stopover,12121,saudia,dammam,750,1.0,DMM,750
Saudia,2019-05-27,Riyadh,Jeddah,Riyadh → Jeddah,10:10,13:00,non-stop,Express Flight,3943,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,21:25,09:00,1 stop,Standard Stopover,13555,saudia,riyadh,695,1.0,RUH,695
Saudia,2019-06-21,Riyadh,Jeddah,Riyadh → Jeddah,18:15,21:20,non-stop,Express Flight,4990,saudia,riyadh,185,0.0,RUH,185
Saudia,2019-03-06,Jeddah,London,Jeddah → London,20:30,23:00,1 stop,Standard Stopover,8854,saudia,jeddah,1590,1.0,JED,1590
Saudia,2019-05-27,Jeddah,London,Jeddah → London,07:10,16:10,1 stop,Standard Stopover,7878,saudia,jeddah,540,1.0,JED,540
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,09:50,12:35,non-stop,Express Flight,8028,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,18:55,08:15,1 stop,No Meal,8586,saudia,dammam,800,1.0,DMM,800
Saudia,2019-05-01,Dammam,Riyadh,Dammam → Riyadh,17:30,13:45,2 stops,Multi Stopover,15164,saudia,dammam,1215,2.0,DMM,1215
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,07:00,15:15,1 stop,Standard Stopover,12284,saudia,riyadh,495,1.0,RUH,495
Saudia,2019-06-21,Medina,Cairo,Medina → Cairo,07:05,08:30,non-stop,No Meal,4995,saudia,medina,85,0.0,MED,85
Saudia,2019-05-27,Jeddah,London,Jeddah → London,08:45,19:15,1 stop,Standard Stopover,10051,saudia,jeddah,630,1.0,JED,630
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,14:05,10:05,1 stop,No Meal,9663,saudia,dammam,1200,1.0,DMM,1200
Saudia,2019-05-01,Dammam,Riyadh,Dammam → Riyadh,07:00,05:25,2 stops,Multi Stopover,14424,saudia,dammam,1345,2.0,DMM,1345
Saudia,2019-06-15,Jeddah,London,Jeddah → London,10:00,19:00,1 stop,Standard Stopover,14714,saudia,jeddah,540,1.0,JED,540
Saudia,2019-05-24,Medina,Cairo,Medina → Cairo,13:55,15:25,non-stop,Express Flight,3100,saudia,medina,90,0.0,MED,90
Saudia,2019-06-06,Jeddah,London,Jeddah → London,17:05,22:25,1 stop,Standard Stopover,6493,saudia,jeddah,320,1.0,JED,320
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,06:30,23:35,1 stop,Standard Stopover,14571,saudia,dammam,1025,1.0,DMM,1025
Saudia,2019-06-15,Jeddah,London,Jeddah → London,05:30,19:00,2 stops,No Meal,10368,saudia,jeddah,810,2.0,JED,810
Saudia,2019-06-03,Jeddah,London,Jeddah → London,15:00,04:25,1 stop,Standard Stopover,14714,saudia,jeddah,805,1.0,JED,805
Flynas,2019-05-18,Abha,Dammam,Abha → Dammam,08:20,10:35,non-stop,No Baggage,3543,flynas,abha,135,0.0,AHB,135
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,07:35,19:25,1 stop,Standard Stopover,6810,saudia,dammam,710,1.0,DMM,710
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,09:00,11:30,non-stop,No Baggage,5201,saudia,dammam,150,0.0,DMM,150
Saudia,2019-06-24,Jeddah,London,Jeddah → London,17:30,01:30,1 stop,Standard Stopover,13377,saudia,jeddah,480,1.0,JED,480
Saudia,2019-03-21,Jeddah,London,Jeddah → London,07:30,18:50,1 stop,Standard Stopover,14629,saudia,jeddah,680,1.0,JED,680
Saudia,2019-04-09,Jeddah,London,Jeddah → London,07:30,21:00,1 stop,Standard Stopover,6093,saudia,jeddah,810,1.0,JED,810
Saudia,2019-06-12,Jeddah,London,Jeddah → London,11:35,01:30,3 stops,General Flight,15419,saudia,jeddah,835,3.0,JED,835
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,16:50,13:45,2 stops,Multi Stopover,13484,saudia,dammam,1255,2.0,DMM,1255
Saudia,2019-05-18,Jeddah,London,Jeddah → London,21:00,07:40,1 stop,Standard Stopover,8372,saudia,jeddah,640,1.0,JED,640
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,08:15,11:20,2 stops,Multi Stopover,8534,saudia,riyadh,1625,2.0,RUH,1625
Saudia,2019-05-15,Riyadh,Jeddah,Riyadh → Jeddah,17:45,20:45,non-stop,No Meal,4030,saudia,riyadh,180,0.0,RUH,180
Saudia,2019-06-24,Jeddah,London,Jeddah → London,09:35,04:25,2 stops,Multi Stopover,13292,saudia,jeddah,1130,2.0,JED,1130
Saudia,2019-06-24,Jeddah,London,Jeddah → London,05:30,04:25,2 stops,Multi Stopover,13014,saudia,jeddah,1375,2.0,JED,1375
Saudia,2019-03-09,Jeddah,London,Jeddah → London,08:00,19:15,1 stop,Standard Stopover,16754,saudia,jeddah,675,1.0,JED,675
Saudia,2019-03-01,Dammam,Riyadh,Dammam → Riyadh,17:15,19:55,non-stop,Express Flight,6565,saudia,dammam,160,0.0,DMM,160
Saudia,2019-05-27,Jeddah,London,Jeddah → London,22:50,19:00,1 stop,Standard Stopover,16079,saudia,jeddah,1210,1.0,JED,1210
Saudia,2019-05-09,Jeddah,London,Jeddah → London,21:25,12:35,2 stops,No Meal,11507,saudia,jeddah,910,2.0,JED,910
Saudia,2019-03-06,Medina,Cairo,Medina → Cairo,07:30,09:25,1 stop,Standard Stopover,12395,saudia,medina,1555,1.0,MED,1555
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,19:35,00:35,1 stop,Standard Stopover,22153,saudia,riyadh,300,1.0,RUH,300
Saudia,2019-06-27,Jeddah,London,Jeddah → London,06:45,12:35,2 stops,No Meal,10919,saudia,jeddah,1790,2.0,JED,1790
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,21:10,04:45,1 stop,Standard Stopover,13759,saudia,dammam,455,1.0,DMM,455
Saudia,2019-04-18,Jeddah,London,Jeddah → London,05:10,08:00,non-stop,Express Flight,6094,saudia,jeddah,170,0.0,JED,170
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,09:25,13:45,2 stops,Multi Stopover,11542,saudia,dammam,1700,2.0,DMM,1700
Saudia,2019-06-09,Jeddah,London,Jeddah → London,06:45,04:25,2 stops,Multi Stopover,13376,saudia,jeddah,1300,2.0,JED,1300
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,11:40,10:25,1 stop,Standard Stopover,25735,saudia,riyadh,1365,1.0,RUH,1365
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,22:50,23:00,1 stop,Standard Stopover,17471,saudia,riyadh,1450,1.0,RUH,1450
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,16:30,23:35,1 stop,No Meal,10844,saudia,dammam,425,1.0,DMM,425
Saudia,2019-06-03,Jeddah,London,Jeddah → London,19:00,07:40,1 stop,Standard Stopover,8372,saudia,jeddah,760,1.0,JED,760
Flynas,2019-06-15,Abha,Dammam,Abha → Dammam,11:35,14:00,non-stop,Express Flight,3858,flynas,abha,145,0.0,AHB,145
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,01:30,04:15,non-stop,Express Flight,5694,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-03-03,Jeddah,London,Jeddah → London,18:15,18:50,1 stop,Standard Stopover,17234,saudia,jeddah,1475,1.0,JED,1475
Saudia,2019-04-09,Jeddah,London,Jeddah → London,09:25,04:25,2 stops,Multi Stopover,11546,saudia,jeddah,1140,2.0,JED,1140
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,07:00,09:40,non-stop,Express Flight,8028,saudia,riyadh,160,0.0,RUH,160
Saudia,2019-06-15,Riyadh,Jeddah,Riyadh → Jeddah,19:50,22:50,non-stop,Express Flight,8016,saudia,riyadh,180,0.0,RUH,180
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,20:30,20:25,1 stop,Standard Stopover,10413,saudia,dammam,1435,1.0,DMM,1435
Saudia,2019-03-12,Riyadh,Dubai,Riyadh → Dubai,11:05,22:10,2 stops,Multi Stopover,11948,saudia,riyadh,665,2.0,RUH,665
Saudia,2019-04-01,Medina,Cairo,Medina → Cairo,10:20,11:50,non-stop,No Meal,3205,saudia,medina,90,0.0,MED,90
Saudia,2019-05-18,Riyadh,Jeddah,Riyadh → Jeddah,13:00,15:50,non-stop,Express Flight,4423,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-03-24,Riyadh,Dubai,Riyadh → Dubai,07:00,09:40,non-stop,Express Flight,4878,saudia,riyadh,160,0.0,RUH,160
Saudia,2019-04-15,Jeddah,London,Jeddah → London,17:05,22:15,1 stop,Standard Stopover,5912,saudia,jeddah,310,1.0,JED,310
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,05:50,08:55,2 stops,Multi Stopover,11411,saudia,dammam,1625,2.0,DMM,1625
Saudia,2019-06-24,Jeddah,London,Jeddah → London,07:00,21:00,1 stop,Standard Stopover,7618,saudia,jeddah,840,1.0,JED,840
Saudia,2019-04-12,Riyadh,Jeddah,Riyadh → Jeddah,15:15,18:10,non-stop,Express Flight,7229,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-06-27,Jeddah,London,Jeddah → London,15:10,20:00,1 stop,Standard Stopover,6147,saudia,jeddah,290,1.0,JED,290
Saudia,2019-06-15,Jeddah,London,Jeddah → London,18:25,04:25,2 stops,Multi Stopover,14237,saudia,jeddah,600,2.0,JED,600
Saudia,2019-03-21,Jeddah,London,Jeddah → London,07:45,13:40,1 stop,Standard Stopover,6101,saudia,jeddah,355,1.0,JED,355
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,16:50,05:35,2 stops,Multi Stopover,12324,saudia,dammam,765,2.0,DMM,765
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,06:40,21:55,1 stop,Standard Stopover,18387,saudia,riyadh,915,1.0,RUH,915
Saudia,2019-06-03,Jeddah,London,Jeddah → London,16:00,04:25,1 stop,No Meal,10262,saudia,jeddah,745,1.0,JED,745
Saudia,2019-06-15,Jeddah,London,Jeddah → London,09:00,19:00,1 stop,No Meal,10262,saudia,jeddah,600,1.0,JED,600
Saudia,2019-04-21,Riyadh,Jeddah,Riyadh → Jeddah,07:10,10:10,non-stop,Express Flight,7229,saudia,riyadh,180,0.0,RUH,180
Saudia,2019-06-27,Dammam,Riyadh,Dammam → Riyadh,22:50,01:20,non-stop,Express Flight,3807,saudia,dammam,150,0.0,DMM,150
Saudia,2019-03-21,Jeddah,London,Jeddah → London,15:15,01:35,1 stop,Standard Stopover,7695,saudia,jeddah,620,1.0,JED,620
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,05:50,08:55,2 stops,Multi Stopover,12723,saudia,dammam,1625,2.0,DMM,1625
Saudia,2019-05-15,Medina,Cairo,Medina → Cairo,13:15,14:45,non-stop,No Baggage,2175,saudia,medina,90,0.0,MED,90
Saudia,2019-05-27,Jeddah,London,Jeddah → London,09:15,01:30,1 stop,Standard Stopover,6628,saudia,jeddah,975,1.0,JED,975
Saudia,2019-06-12,Jeddah,London,Jeddah → London,14:35,04:25,2 stops,Multi Stopover,13376,saudia,jeddah,830,2.0,JED,830
Saudia,2019-03-27,Dammam,Riyadh,Dammam → Riyadh,15:10,17:45,non-stop,Express Flight,4148,saudia,dammam,155,0.0,DMM,155
Saudia,2019-03-27,Jeddah,London,Jeddah → London,05:25,04:25,2 stops,No Meal,9254,saudia,jeddah,1380,2.0,JED,1380
Saudia,2019-06-24,Riyadh,Jeddah,Riyadh → Jeddah,18:55,22:00,non-stop,Express Flight,8016,saudia,riyadh,185,0.0,RUH,185
Saudia,2019-05-01,Riyadh,Jeddah,Riyadh → Jeddah,17:45,20:45,non-stop,No Meal,4030,saudia,riyadh,180,0.0,RUH,180
Saudia,2019-05-12,Riyadh,Jeddah,Riyadh → Jeddah,17:45,20:45,non-stop,No Meal,5198,saudia,riyadh,180,0.0,RUH,180
Saudia,2019-04-15,Dammam,Riyadh,Dammam → Riyadh,19:55,22:25,non-stop,Express Flight,4409,saudia,dammam,150,0.0,DMM,150
Saudia,2019-03-01,Medina,Cairo,Medina → Cairo,13:55,15:25,non-stop,Express Flight,10082,saudia,medina,90,0.0,MED,90
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,14:05,10:05,1 stop,No Meal,9663,saudia,dammam,1200,1.0,DMM,1200
Saudia,2019-04-03,Riyadh,Jeddah,Riyadh → Jeddah,05:55,08:35,non-stop,Express Flight,3971,saudia,riyadh,160,0.0,RUH,160
Flynas,2019-03-15,Abha,Dammam,Abha → Dammam,07:55,10:15,non-stop,Express Flight,6297,flynas,abha,140,0.0,AHB,140
Saudia,2019-05-09,Riyadh,Jeddah,Riyadh → Jeddah,05:55,08:35,non-stop,No Baggage,3573,saudia,riyadh,160,0.0,RUH,160
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,14:05,22:35,1 stop,No Meal,10844,saudia,dammam,510,1.0,DMM,510
Saudia,2019-04-27,Riyadh,Jeddah,Riyadh → Jeddah,06:05,08:50,non-stop,Express Flight,4423,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,14:05,21:20,1 stop,Standard Stopover,19225,saudia,riyadh,435,1.0,RUH,435
Flynas,2019-03-12,Abha,Dammam,Abha → Dammam,22:05,00:30,non-stop,Express Flight,6297,flynas,abha,145,0.0,AHB,145
Saudia,2019-03-06,Dammam,Riyadh,Dammam → Riyadh,22:20,00:40,non-stop,Express Flight,3849,saudia,dammam,140,0.0,DMM,140
Saudia,2019-03-06,Jeddah,London,Jeddah → London,08:00,15:30,1 stop,Standard Stopover,15078,saudia,jeddah,450,1.0,JED,450
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,19:20,23:45,1 stop,Standard Stopover,4205,saudia,dammam,265,1.0,DMM,265
Saudia,2019-05-27,Riyadh,Jeddah,Riyadh → Jeddah,13:20,16:10,non-stop,Express Flight,5228,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-06-06,Jeddah,London,Jeddah → London,07:00,21:00,1 stop,Standard Stopover,7408,saudia,jeddah,840,1.0,JED,840
Saudia,2019-06-09,Riyadh,Jeddah,Riyadh → Jeddah,11:10,14:05,non-stop,No Meal,7229,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-06-15,Jeddah,London,Jeddah → London,14:35,04:25,2 stops,No Meal,10919,saudia,jeddah,830,2.0,JED,830
Saudia,2019-05-01,Riyadh,Jeddah,Riyadh → Jeddah,15:15,18:10,non-stop,No Meal,4544,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-03-21,Jeddah,London,Jeddah → London,08:00,04:25,1 stop,No Meal,6540,saudia,jeddah,1225,1.0,JED,1225
Saudia,2019-03-21,Jeddah,London,Jeddah → London,19:10,18:50,2 stops,Multi Stopover,9483,saudia,jeddah,1420,2.0,JED,1420
Saudia,2019-05-21,Jeddah,London,Jeddah → London,10:00,19:00,1 stop,Standard Stopover,16079,saudia,jeddah,540,1.0,JED,540
Saudia,2019-06-01,Jeddah,London,Jeddah → London,18:15,01:30,1 stop,Standard Stopover,13377,saudia,jeddah,435,1.0,JED,435
Saudia,2019-06-03,Riyadh,Jeddah,Riyadh → Jeddah,18:55,21:50,non-stop,Express Flight,4823,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,17:00,10:55,1 stop,Standard Stopover,14151,saudia,dammam,1075,1.0,DMM,1075
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,23:30,07:45,1 stop,Standard Stopover,6095,saudia,dammam,495,1.0,DMM,495
Saudia,2019-05-27,Jeddah,London,Jeddah → London,10:00,19:15,1 stop,Standard Stopover,12029,saudia,jeddah,555,1.0,JED,555
Saudia,2019-04-06,Dammam,Riyadh,Dammam → Riyadh,19:00,11:05,1 stop,Standard Stopover,4437,saudia,dammam,965,1.0,DMM,965
Saudia,2019-06-27,Riyadh,Jeddah,Riyadh → Jeddah,01:30,04:15,non-stop,Express Flight,3419,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-04-01,Riyadh,Jeddah,Riyadh → Jeddah,10:10,13:00,non-stop,Express Flight,3943,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-03-21,Jeddah,London,Jeddah → London,14:00,01:35,1 stop,Standard Stopover,13542,saudia,jeddah,695,1.0,JED,695
Saudia,2019-06-27,Jeddah,London,Jeddah → London,17:40,23:00,1 stop,Standard Stopover,7174,saudia,jeddah,320,1.0,JED,320
Saudia,2019-03-09,Medina,Cairo,Medina → Cairo,09:10,10:35,non-stop,Express Flight,7417,saudia,medina,85,0.0,MED,85
Saudia,2019-05-09,Jeddah,London,Jeddah → London,13:25,04:25,2 stops,Multi Stopover,16704,saudia,jeddah,900,2.0,JED,900
Saudia,2019-03-18,Dammam,Riyadh,Dammam → Riyadh,20:45,23:20,non-stop,Express Flight,4435,saudia,dammam,155,0.0,DMM,155
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,09:25,05:35,2 stops,Multi Stopover,11432,saudia,dammam,1210,2.0,DMM,1210
Saudia,2019-06-21,Riyadh,Jeddah,Riyadh → Jeddah,23:55,02:45,non-stop,Express Flight,3383,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-04-21,Dammam,Riyadh,Dammam → Riyadh,04:40,07:15,non-stop,Express Flight,4804,saudia,dammam,155,0.0,DMM,155
Saudia,2019-05-27,Riyadh,Jeddah,Riyadh → Jeddah,04:55,07:45,non-stop,Express Flight,3383,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,15:10,20:30,1 stop,Standard Stopover,6991,saudia,dammam,320,1.0,DMM,320
Saudia,2019-05-09,Jeddah,London,Jeddah → London,05:00,19:15,2 stops,Multi Stopover,10441,saudia,jeddah,2295,2.0,JED,2295
Saudia,2019-03-21,Jeddah,London,Jeddah → London,07:35,12:00,1 stop,Standard Stopover,5073,saudia,jeddah,265,1.0,JED,265
Saudia,2019-03-21,Jeddah,London,Jeddah → London,10:20,01:35,1 stop,Standard Stopover,7695,saudia,jeddah,915,1.0,JED,915
Saudia,2019-05-24,Jeddah,London,Jeddah → London,20:40,09:25,1 stop,Standard Stopover,7480,saudia,jeddah,765,1.0,JED,765
Saudia,2019-06-09,Jeddah,London,Jeddah → London,11:30,12:35,1 stop,No Meal,10262,saudia,jeddah,1505,1.0,JED,1505
Saudia,2019-03-12,Riyadh,Dubai,Riyadh → Dubai,22:55,11:25,1 stop,Standard Stopover,13817,saudia,riyadh,750,1.0,RUH,750
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,09:35,19:10,1 stop,Standard Stopover,13067,saudia,dammam,575,1.0,DMM,575
Saudia,2019-06-06,Medina,Cairo,Medina → Cairo,13:15,14:45,non-stop,No Baggage,1965,saudia,medina,90,0.0,MED,90
Saudia,2019-06-06,Jeddah,London,Jeddah → London,06:50,16:10,1 stop,Standard Stopover,6674,saudia,jeddah,560,1.0,JED,560
Saudia,2019-03-12,Medina,Cairo,Medina → Cairo,05:05,16:55,2 stops,Multi Stopover,16172,saudia,medina,710,2.0,MED,710
Saudia,2019-06-24,Jeddah,London,Jeddah → London,12:50,19:15,1 stop,No Meal,7268,saudia,jeddah,385,1.0,JED,385
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,07:00,12:15,1 stop,Standard Stopover,17524,saudia,riyadh,315,1.0,RUH,315
Saudia,2019-05-21,Jeddah,London,Jeddah → London,18:00,01:30,1 stop,Standard Stopover,7888,saudia,jeddah,450,1.0,JED,450
Saudia,2019-06-06,Medina,Cairo,Medina → Cairo,19:05,20:35,non-stop,Express Flight,2754,saudia,medina,90,0.0,MED,90
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,12:00,23:55,3 stops,General Flight,10573,saudia,riyadh,715,3.0,RUH,715
Saudia,2019-06-09,Jeddah,London,Jeddah → London,11:40,19:00,1 stop,Standard Stopover,11789,saudia,jeddah,440,1.0,JED,440
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,20:25,19:10,1 stop,Standard Stopover,13067,saudia,dammam,1365,1.0,DMM,1365
Saudia,2019-03-24,Riyadh,Dubai,Riyadh → Dubai,00:40,03:25,non-stop,Express Flight,4238,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-05-21,Jeddah,London,Jeddah → London,07:30,19:00,1 stop,Standard Stopover,9794,saudia,jeddah,690,1.0,JED,690
Saudia,2019-03-21,Jeddah,London,Jeddah → London,07:05,09:25,2 stops,Multi Stopover,7615,saudia,jeddah,1580,2.0,JED,1580
Saudia,2019-03-21,Jeddah,London,Jeddah → London,10:20,04:25,2 stops,Multi Stopover,11664,saudia,jeddah,2525,2.0,JED,2525
Saudia,2019-04-01,Dammam,Riyadh,Dammam → Riyadh,06:30,19:50,1 stop,No Meal,7064,saudia,dammam,800,1.0,DMM,800
Saudia,2019-04-15,Dammam,Riyadh,Dammam → Riyadh,19:20,23:45,1 stop,Standard Stopover,3809,saudia,dammam,265,1.0,DMM,265
Saudia,2019-06-18,Dammam,Riyadh,Dammam → Riyadh,17:10,19:40,non-stop,No Baggage,3841,saudia,dammam,150,0.0,DMM,150
Saudia,2019-05-27,Jeddah,London,Jeddah → London,11:40,01:30,1 stop,Standard Stopover,6795,saudia,jeddah,830,1.0,JED,830
Saudia,2019-04-24,Dammam,Riyadh,Dammam → Riyadh,15:15,20:05,1 stop,Standard Stopover,4565,saudia,dammam,290,1.0,DMM,290
Saudia,2019-03-09,Jeddah,London,Jeddah → London,18:35,01:35,1 stop,Standard Stopover,12351,saudia,jeddah,420,1.0,JED,420
Saudia,2019-03-18,Jeddah,London,Jeddah → London,21:05,00:20,non-stop,Express Flight,5021,saudia,jeddah,195,0.0,JED,195
Saudia,2019-05-21,Jeddah,London,Jeddah → London,13:05,09:25,2 stops,Multi Stopover,10467,saudia,jeddah,1220,2.0,JED,1220
Saudia,2019-04-15,Riyadh,Jeddah,Riyadh → Jeddah,17:00,19:45,non-stop,Express Flight,6121,saudia,riyadh,165,0.0,RUH,165
Flynas,2019-03-15,Abha,Dammam,Abha → Dammam,17:45,20:05,non-stop,Express Flight,6300,flynas,abha,140,0.0,AHB,140
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,05:50,08:40,non-stop,Express Flight,10715,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,14:15,16:45,non-stop,Express Flight,5510,saudia,dammam,150,0.0,DMM,150
Saudia,2019-05-03,Riyadh,Jeddah,Riyadh → Jeddah,18:55,22:00,non-stop,No Meal,6144,saudia,riyadh,185,0.0,RUH,185
Saudia,2019-03-06,Jeddah,London,Jeddah → London,19:10,19:45,2 stops,Multi Stopover,19329,saudia,jeddah,1475,2.0,JED,1475
Saudia,2019-03-06,Medina,Cairo,Medina → Cairo,12:45,19:25,2 stops,Multi Stopover,13253,saudia,medina,1840,2.0,MED,1840
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,06:30,19:50,1 stop,Standard Stopover,13941,saudia,dammam,800,1.0,DMM,800
Saudia,2019-04-01,Dammam,Riyadh,Dammam → Riyadh,20:20,22:55,non-stop,Express Flight,4488,saudia,dammam,155,0.0,DMM,155
Saudia,2019-06-03,Dammam,Riyadh,Dammam → Riyadh,06:55,09:30,non-stop,No Baggage,3841,saudia,dammam,155,0.0,DMM,155
Saudia,2019-05-15,Jeddah,London,Jeddah → London,11:25,19:15,1 stop,Standard Stopover,7575,saudia,jeddah,470,1.0,JED,470
Saudia,2019-05-27,Jeddah,London,Jeddah → London,16:40,19:15,2 stops,Multi Stopover,9968,saudia,jeddah,1595,2.0,JED,1595
Saudia,2019-05-09,Jeddah,London,Jeddah → London,13:25,19:00,2 stops,Multi Stopover,15129,saudia,jeddah,1775,2.0,JED,1775
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,07:10,12:40,1 stop,Standard Stopover,4864,saudia,dammam,330,1.0,DMM,330
Saudia,2019-06-03,Jeddah,London,Jeddah → London,17:20,09:25,1 stop,Standard Stopover,7480,saudia,jeddah,965,1.0,JED,965
Saudia,2019-03-06,Jeddah,London,Jeddah → London,07:00,18:50,1 stop,Standard Stopover,15867,saudia,jeddah,710,1.0,JED,710
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,09:35,22:05,1 stop,Standard Stopover,13067,saudia,dammam,750,1.0,DMM,750
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,16:50,07:55,1 stop,Standard Stopover,8366,saudia,dammam,905,1.0,DMM,905
Saudia,2019-03-03,Jeddah,London,Jeddah → London,12:55,19:15,2 stops,Multi Stopover,21571,saudia,jeddah,1820,2.0,JED,1820
Saudia,2019-05-12,Riyadh,Jeddah,Riyadh → Jeddah,04:55,07:45,non-stop,Express Flight,4282,saudia,riyadh,170,0.0,RUH,170
