Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Airline_clean,Source_clean,Duration_Minutes,Total_Stops_Num,Source_Code
Saudia,2019-06-27,Jeddah,London,Jeddah → London,20:55,04:25,7h 30m,1 stop,No Meal,12898,saudia,jeddah,450,1.0,JED
Saudia,2019-06-27,Jeddah,London,Jeddah → London,07:05,21:00,13h 55m,1 stop,Standard Stopover,13587,saudia,jeddah,835,1.0,JED
Saudia,2019-05-18,Jeddah,London,Jeddah → London,09:00,04:25,19h 25m,1 stop,No Meal,12373,saudia,jeddah,1165,1.0,JED
Saudia,2019-03-21,Jeddah,London,Jeddah → London,07:10,22:20,15h 10m,1 stop,No Meal,5999,saudia,jeddah,910,1.0,JED
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,08:20,18:30,10h 10m,2 stops,Multi Stopover,10907,saudia,dammam,610,2.0,DMM
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,09:35,21:05,11h 30m,1 stop,Standard Stopover,14151,saudia,dammam,690,1.0,DMM
Saudia,2019-05-12,Riyadh,Jeddah,Riyadh → Jeddah,23:30,02:20,2h 50m,non-stop,Express Flight,4591,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,14:05,20:20,6h 15m,1 stop,Standard Stopover,19225,saudia,riyadh,375,1.0,RUH
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,14:05,12:00,21h 55m,1 stop,No Meal,9663,saudia,dammam,1315,1.0,DMM
Saudia,2019-05-01,Dammam,Riyadh,Dammam → Riyadh,06:30,18:15,11h 45m,1 stop,No Meal,10844,saudia,dammam,705,1.0,DMM
Saudia,2019-05-09,Jeddah,London,Jeddah → London,13:00,21:00,8h,1 stop,Standard Stopover,13727,saudia,jeddah,480,1.0,JED
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,09:35,21:05,11h 30m,1 stop,Standard Stopover,14151,saudia,dammam,690,1.0,DMM
Saudia,2019-06-27,Jeddah,London,Jeddah → London,18:15,12:35,18h 20m,1 stop,No Meal,10262,saudia,jeddah,1100,1.0,JED
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,09:00,11:25,2h 25m,non-stop,Express Flight,3873,saudia,dammam,145,0.0,DMM
Saudia,2019-06-24,Jeddah,London,Jeddah → London,19:30,04:25,8h 55m,2 stops,Multi Stopover,13014,saudia,jeddah,535,2.0,JED
Saudia,2019-06-21,Dammam,Riyadh,Dammam → Riyadh,14:15,16:45,2h 30m,non-stop,Express Flight,5510,saudia,dammam,150,0.0,DMM
Saudia,2019-03-09,Jeddah,London,Jeddah → London,10:45,04:25,17h 40m,2 stops,Multi Stopover,17282,saudia,jeddah,1060,2.0,JED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,09:45,21:20,11h 35m,2 stops,Multi Stopover,6653,saudia,jeddah,695,2.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,09:55,15:10,5h 15m,1 stop,Standard Stopover,12214,saudia,jeddah,315,1.0,JED
Saudia,2019-05-01,Medina,Cairo,Medina → Cairo,13:55,15:25,1h 30m,non-stop,Express Flight,3625,saudia,medina,90,0.0,MED
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,08:30,11:30,3h,non-stop,Express Flight,6860,saudia,riyadh,180,0.0,RUH
Saudia,2019-06-24,Jeddah,London,Jeddah → London,10:35,19:35,9h,1 stop,Standard Stopover,3876,saudia,jeddah,540,1.0,JED
Saudia,2019-04-27,Riyadh,Jeddah,Riyadh → Jeddah,19:30,22:15,2h 45m,non-stop,Express Flight,5613,saudia,riyadh,165,0.0,RUH
Saudia,2019-03-27,Jeddah,London,Jeddah → London,05:55,07:40,25h 45m,2 stops,Multi Stopover,8971,saudia,jeddah,1545,2.0,JED
Saudia,2019-05-21,Riyadh,Jeddah,Riyadh → Jeddah,19:50,22:50,3h,non-stop,No Meal,4030,saudia,riyadh,180,0.0,RUH
Saudia,2019-03-27,Jeddah,London,Jeddah → London,15:00,01:35,10h 35m,1 stop,Standard Stopover,8075,saudia,jeddah,635,1.0,JED
Saudia,2019-06-15,Jeddah,London,Jeddah → London,06:00,21:00,15h,1 stop,Standard Stopover,7005,saudia,jeddah,900,1.0,JED
Saudia,2019-03-06,Dammam,Riyadh,Dammam → Riyadh,22:10,00:55,2h 45m,non-stop,Express Flight,4778,saudia,dammam,165,0.0,DMM
Flynas,2019-05-09,Abha,Dammam,Abha → Dammam,07:05,09:20,2h 15m,non-stop,Express Flight,3687,flynas,abha,135,0.0,AHB
Saudia,2019-06-09,Jeddah,London,Jeddah → London,11:30,04:25,16h 55m,1 stop,No Meal,10262,saudia,jeddah,1015,1.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,05:55,07:40,25h 45m,2 stops,Multi Stopover,15113,saudia,jeddah,1545,2.0,JED
Saudia,2019-05-06,Jeddah,London,Jeddah → London,10:35,01:30,14h 55m,1 stop,Standard Stopover,6979,saudia,jeddah,895,1.0,JED
Saudia,2019-03-21,Jeddah,London,Jeddah → London,07:05,16:10,9h 5m,1 stop,Standard Stopover,6717,saudia,jeddah,545,1.0,JED
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,08:55,23:00,14h 5m,1 stop,Standard Stopover,16736,saudia,riyadh,845,1.0,RUH
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,11:50,19:50,8h,1 stop,Standard Stopover,7192,saudia,riyadh,480,1.0,RUH
Saudia,2019-04-15,Dammam,Riyadh,Dammam → Riyadh,06:20,10:30,4h 10m,1 stop,Standard Stopover,4226,saudia,dammam,250,1.0,DMM
Saudia,2019-05-21,Jeddah,London,Jeddah → London,08:30,19:00,10h 30m,1 stop,Standard Stopover,9627,saudia,jeddah,630,1.0,JED
Saudia,2019-04-03,Jeddah,London,Jeddah → London,02:15,19:00,16h 45m,1 stop,No Meal,4757,saudia,jeddah,1005,1.0,JED
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,14:05,22:35,8h 30m,1 stop,Standard Stopover,14571,saudia,dammam,510,1.0,DMM
Saudia,2019-04-01,Dammam,Riyadh,Dammam → Riyadh,06:50,10:30,3h 40m,1 stop,Standard Stopover,5162,saudia,dammam,220,1.0,DMM
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,16:30,16:20,23h 50m,1 stop,No Meal,10844,saudia,dammam,1430,1.0,DMM
Saudia,2019-03-21,Dammam,Riyadh,Dammam → Riyadh,09:00,11:30,2h 30m,non-stop,No Baggage,3815,saudia,dammam,150,0.0,DMM
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,11:40,09:30,21h 50m,1 stop,Standard Stopover,17261,saudia,riyadh,1310,1.0,RUH
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,21:25,07:40,10h 15m,1 stop,Standard Stopover,16736,saudia,riyadh,615,1.0,RUH
Saudia,2019-06-21,Dammam,Riyadh,Dammam → Riyadh,09:00,11:25,2h 25m,non-stop,No Baggage,3841,saudia,dammam,145,0.0,DMM
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,14:05,20:45,6h 40m,1 stop,No Meal,10844,saudia,dammam,400,1.0,DMM
Saudia,2019-03-21,Jeddah,London,Jeddah → London,10:45,21:00,10h 15m,1 stop,Standard Stopover,6838,saudia,jeddah,615,1.0,JED
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,12:00,13:15,25h 15m,1 stop,Standard Stopover,6612,saudia,dammam,1515,1.0,DMM
Saudia,2019-03-09,Riyadh,Dubai,Riyadh → Dubai,13:20,16:10,2h 50m,non-stop,Express Flight,8851,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-06,Medina,Cairo,Medina → Cairo,08:45,19:55,11h 10m,1 stop,Standard Stopover,12395,saudia,medina,670,1.0,MED
Saudia,2019-06-24,Riyadh,Jeddah,Riyadh → Jeddah,04:55,07:45,2h 50m,non-stop,Express Flight,4282,saudia,riyadh,170,0.0,RUH
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,20:00,09:20,13h 20m,1 stop,Standard Stopover,14781,saudia,dammam,800,1.0,DMM
Saudia,2019-06-12,Jeddah,London,Jeddah → London,09:45,22:30,12h 45m,1 stop,Standard Stopover,9646,saudia,jeddah,765,1.0,JED
Saudia,2019-05-27,Jeddah,London,Jeddah → London,15:00,01:30,10h 30m,1 stop,Standard Stopover,6628,saudia,jeddah,630,1.0,JED
Saudia,2019-06-18,Riyadh,Jeddah,Riyadh → Jeddah,07:00,09:40,2h 40m,non-stop,Express Flight,4668,saudia,riyadh,160,0.0,RUH
Saudia,2019-03-06,Jeddah,London,Jeddah → London,18:00,01:35,7h 35m,1 stop,Standard Stopover,16863,saudia,jeddah,455,1.0,JED
Saudia,2019-06-09,Jeddah,London,Jeddah → London,07:00,19:00,12h,1 stop,Standard Stopover,12192,saudia,jeddah,720,1.0,JED
Saudia,2019-03-21,Jeddah,London,Jeddah → London,02:15,04:25,26h 10m,1 stop,Standard Stopover,12719,saudia,jeddah,1570,1.0,JED
Saudia,2019-05-21,Jeddah,London,Jeddah → London,21:50,12:35,14h 45m,1 stop,No Meal,12898,saudia,jeddah,885,1.0,JED
Saudia,2019-06-03,Jeddah,London,Jeddah → London,19:45,19:00,23h 15m,1 stop,No Meal,10262,saudia,jeddah,1395,1.0,JED
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,15:55,21:25,5h 30m,1 stop,Standard Stopover,7804,saudia,dammam,330,1.0,DMM
Saudia,2019-04-18,Dammam,Riyadh,Dammam → Riyadh,04:40,07:15,2h 35m,non-stop,Express Flight,4174,saudia,dammam,155,0.0,DMM
Saudia,2019-06-27,Medina,Cairo,Medina → Cairo,20:05,21:40,1h 35m,non-stop,Express Flight,2227,saudia,medina,95,0.0,MED
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,22:50,09:00,10h 10m,1 stop,No Meal,11087,saudia,riyadh,610,1.0,RUH
Saudia,2019-03-21,Jeddah,London,Jeddah → London,08:00,18:50,10h 50m,1 stop,Standard Stopover,11667,saudia,jeddah,650,1.0,JED
Saudia,2019-03-06,Jeddah,London,Jeddah → London,18:05,21:10,3h 5m,non-stop,Express Flight,7931,saudia,jeddah,185,0.0,JED
Flynas,2019-06-12,Abha,Dammam,Abha → Dammam,22:05,00:25,2h 20m,non-stop,Express Flight,5277,flynas,abha,140,0.0,AHB
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,06:30,18:15,11h 45m,1 stop,Standard Stopover,13626,saudia,dammam,705,1.0,DMM
Saudia,2019-05-18,Jeddah,London,Jeddah → London,18:15,04:25,10h 10m,1 stop,No Meal,12373,saudia,jeddah,610,1.0,JED
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,06:30,18:10,11h 40m,1 stop,No Meal,10031,saudia,dammam,700,1.0,DMM
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,16:30,20:45,28h 15m,1 stop,No Meal,10844,saudia,dammam,1695,1.0,DMM
Saudia,2019-05-09,Jeddah,London,Jeddah → London,10:35,19:35,9h,1 stop,Standard Stopover,6591,saudia,jeddah,540,1.0,JED
Saudia,2019-04-01,Jeddah,London,Jeddah → London,18:15,19:00,24h 45m,1 stop,No Meal,5406,saudia,jeddah,1485,1.0,JED
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,21:10,16:20,19h 10m,1 stop,No Meal,10844,saudia,dammam,1150,1.0,DMM
Saudia,2019-05-27,Medina,Cairo,Medina → Cairo,22:45,00:15,1h 30m,non-stop,Express Flight,2017,saudia,medina,90,0.0,MED
Saudia,2019-05-09,Jeddah,London,Jeddah → London,10:00,12:35,26h 35m,1 stop,No Meal,12373,saudia,jeddah,1595,1.0,JED
Saudia,2019-06-06,Jeddah,London,Jeddah → London,07:00,19:15,12h 15m,1 stop,Standard Stopover,8669,saudia,jeddah,735,1.0,JED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,07:55,15:45,7h 50m,1 stop,Standard Stopover,6151,saudia,jeddah,470,1.0,JED
Saudia,2019-05-18,Jeddah,London,Jeddah → London,09:45,22:30,12h 45m,1 stop,Standard Stopover,10348,saudia,jeddah,765,1.0,JED
Saudia,2019-03-24,Riyadh,Dubai,Riyadh → Dubai,19:55,22:35,2h 40m,non-stop,Express Flight,8016,saudia,riyadh,160,0.0,RUH
Saudia,2019-06-12,Riyadh,Jeddah,Riyadh → Jeddah,08:30,11:20,2h 50m,non-stop,Express Flight,4823,saudia,riyadh,170,0.0,RUH
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,14:15,16:45,2h 30m,non-stop,Express Flight,5510,saudia,dammam,150,0.0,DMM
Saudia,2019-03-18,Medina,Cairo,Medina → Cairo,06:20,07:40,1h 20m,non-stop,Express Flight,3100,saudia,medina,80,0.0,MED
Saudia,2019-06-27,Jeddah,London,Jeddah → London,18:15,19:00,24h 45m,1 stop,No Meal,10262,saudia,jeddah,1485,1.0,JED
Saudia,2019-06-01,Jeddah,London,Jeddah → London,11:30,19:00,7h 30m,1 stop,Standard Stopover,14714,saudia,jeddah,450,1.0,JED
Saudia,2019-06-15,Jeddah,London,Jeddah → London,10:00,19:00,9h,1 stop,No Meal,10262,saudia,jeddah,540,1.0,JED
Saudia,2019-06-18,Riyadh,Jeddah,Riyadh → Jeddah,17:00,19:50,2h 50m,non-stop,Express Flight,6961,saudia,riyadh,170,0.0,RUH
Saudia,2019-05-27,Jeddah,London,Jeddah → London,17:30,01:30,8h,1 stop,Standard Stopover,6206,saudia,jeddah,480,1.0,JED
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,08:15,22:55,14h 40m,2 stops,Multi Stopover,7904,saudia,riyadh,880,2.0,RUH
Saudia,2019-06-27,Jeddah,London,Jeddah → London,19:10,12:35,17h 25m,2 stops,Multi Stopover,12819,saudia,jeddah,1045,2.0,JED
Saudia,2019-06-15,Jeddah,London,Jeddah → London,21:50,12:35,14h 45m,1 stop,No Meal,10262,saudia,jeddah,885,1.0,JED
Saudia,2019-04-21,Riyadh,Jeddah,Riyadh → Jeddah,01:30,04:15,2h 45m,non-stop,Express Flight,4591,saudia,riyadh,165,0.0,RUH
Saudia,2019-06-24,Jeddah,London,Jeddah → London,09:40,12:35,26h 55m,2 stops,No Meal,10368,saudia,jeddah,1615,2.0,JED
Saudia,2019-05-09,Jeddah,London,Jeddah → London,07:05,19:15,12h 10m,1 stop,No Meal,11142,saudia,jeddah,730,1.0,JED
Saudia,2019-04-06,Jeddah,London,Jeddah → London,05:10,08:00,2h 50m,non-stop,Express Flight,4729,saudia,jeddah,170,0.0,JED
Saudia,2019-05-09,Jeddah,London,Jeddah → London,13:00,01:30,12h 30m,1 stop,Standard Stopover,9424,saudia,jeddah,750,1.0,JED
Saudia,2019-03-06,Jeddah,London,Jeddah → London,09:00,15:30,6h 30m,1 stop,No Meal,15136,saudia,jeddah,390,1.0,JED
Saudia,2019-05-18,Jeddah,London,Jeddah → London,17:15,07:40,14h 25m,2 stops,Multi Stopover,12199,saudia,jeddah,865,2.0,JED
Saudia,2019-06-12,Jeddah,London,Jeddah → London,11:30,04:25,16h 55m,1 stop,No Meal,10262,saudia,jeddah,1015,1.0,JED
Saudia,2019-04-03,Jeddah,London,Jeddah → London,14:20,17:35,3h 15m,non-stop,Express Flight,4729,saudia,jeddah,195,0.0,JED
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,17:10,19:40,2h 30m,non-stop,No Baggage,3841,saudia,dammam,150,0.0,DMM
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,18:55,09:20,14h 25m,1 stop,Standard Stopover,14388,saudia,dammam,865,1.0,DMM
Saudia,2019-06-27,Medina,Cairo,Medina → Cairo,02:35,04:05,1h 30m,non-stop,Express Flight,2754,saudia,medina,90,0.0,MED
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,08:50,10:35,25h 45m,2 stops,Multi Stopover,12358,saudia,riyadh,1545,2.0,RUH
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,09:10,04:40,19h 30m,2 stops,Multi Stopover,6117,saudia,dammam,1170,2.0,DMM
Saudia,2019-05-24,Jeddah,London,Jeddah → London,05:30,04:25,22h 55m,2 stops,Multi Stopover,15129,saudia,jeddah,1375,2.0,JED
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,21:10,08:15,11h 5m,1 stop,Standard Stopover,14388,saudia,dammam,665,1.0,DMM
Saudia,2019-06-24,Jeddah,London,Jeddah → London,12:30,09:25,20h 55m,1 stop,Standard Stopover,7480,saudia,jeddah,1255,1.0,JED
Saudia,2019-06-27,Jeddah,London,Jeddah → London,06:00,12:35,6h 35m,1 stop,No Meal,10791,saudia,jeddah,395,1.0,JED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,07:05,04:25,21h 20m,1 stop,Standard Stopover,12452,saudia,jeddah,1280,1.0,JED
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,19:55,23:50,3h 55m,1 stop,Standard Stopover,4226,saudia,dammam,235,1.0,DMM
Saudia,2019-04-15,Riyadh,Jeddah,Riyadh → Jeddah,21:00,23:50,2h 50m,non-stop,Express Flight,5403,saudia,riyadh,170,0.0,RUH
Saudia,2019-06-01,Jeddah,London,Jeddah → London,09:45,22:30,12h 45m,1 stop,Standard Stopover,9646,saudia,jeddah,765,1.0,JED
Saudia,2019-06-03,Riyadh,Jeddah,Riyadh → Jeddah,04:55,07:45,2h 50m,non-stop,Express Flight,4282,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-27,Jeddah,London,Jeddah → London,08:55,15:30,6h 35m,1 stop,Standard Stopover,7845,saudia,jeddah,395,1.0,JED
Flynas,2019-03-21,Abha,Dammam,Abha → Dammam,19:35,21:55,2h 20m,non-stop,Express Flight,3384,flynas,abha,140,0.0,AHB
Saudia,2019-05-06,Riyadh,Jeddah,Riyadh → Jeddah,18:55,21:50,2h 55m,non-stop,Express Flight,4823,saudia,riyadh,175,0.0,RUH
Flynas,2019-06-15,Abha,Dammam,Abha → Dammam,19:35,21:55,2h 20m,non-stop,Express Flight,3597,flynas,abha,140,0.0,AHB
Saudia,2019-06-15,Jeddah,London,Jeddah → London,09:00,21:00,12h,1 stop,Standard Stopover,13587,saudia,jeddah,720,1.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,16:45,07:10,14h 25m,1 stop,Standard Stopover,13474,saudia,jeddah,865,1.0,JED
Flynas,2019-03-21,Abha,Dammam,Abha → Dammam,13:20,15:35,2h 15m,non-stop,Express Flight,3384,flynas,abha,135,0.0,AHB
Saudia,2019-05-27,Jeddah,London,Jeddah → London,05:30,19:00,13h 30m,2 stops,Multi Stopover,15129,saudia,jeddah,810,2.0,JED
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,06:30,08:15,25h 45m,1 stop,No Meal,8586,saudia,dammam,1545,1.0,DMM
Saudia,2019-06-09,Riyadh,Jeddah,Riyadh → Jeddah,23:30,02:20,2h 50m,non-stop,Express Flight,4591,saudia,riyadh,170,0.0,RUH
Saudia,2019-06-27,Jeddah,London,Jeddah → London,11:45,12:35,24h 50m,2 stops,Multi Stopover,13882,saudia,jeddah,1490,2.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,13:00,01:35,12h 35m,1 stop,Standard Stopover,18286,saudia,jeddah,755,1.0,JED
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,07:35,19:25,11h 50m,1 stop,Standard Stopover,5192,saudia,dammam,710,1.0,DMM
Saudia,2019-06-27,Jeddah,London,Jeddah → London,09:40,12:35,26h 55m,2 stops,No Meal,11118,saudia,jeddah,1615,2.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,06:40,15:30,8h 50m,1 stop,Standard Stopover,14871,saudia,jeddah,530,1.0,JED
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,10:00,05:25,19h 25m,2 stops,Multi Stopover,15107,saudia,dammam,1165,2.0,DMM
Saudia,2019-06-12,Jeddah,London,Jeddah → London,07:00,19:15,12h 15m,1 stop,Standard Stopover,8669,saudia,jeddah,735,1.0,JED
Saudia,2019-04-01,Dammam,Riyadh,Dammam → Riyadh,16:40,00:15,7h 35m,1 stop,Standard Stopover,5171,saudia,dammam,455,1.0,DMM
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,16:30,12:00,19h 30m,1 stop,No Meal,8529,saudia,dammam,1170,1.0,DMM
Saudia,2019-03-27,Jeddah,London,Jeddah → London,23:05,04:25,5h 20m,1 stop,No Meal,7438,saudia,jeddah,320,1.0,JED
Saudia,2019-06-09,Jeddah,London,Jeddah → London,17:10,01:30,8h 20m,1 stop,Standard Stopover,6206,saudia,jeddah,500,1.0,JED
Saudia,2019-06-09,Riyadh,Jeddah,Riyadh → Jeddah,17:00,19:45,2h 45m,non-stop,Express Flight,7171,saudia,riyadh,165,0.0,RUH
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,09:35,14:25,28h 50m,1 stop,Standard Stopover,14151,saudia,dammam,1730,1.0,DMM
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,18:55,08:15,13h 20m,1 stop,Standard Stopover,14939,saudia,dammam,800,1.0,DMM
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,11:40,11:25,23h 45m,1 stop,Standard Stopover,25735,saudia,riyadh,1425,1.0,RUH
Saudia,2019-06-12,Jeddah,London,Jeddah → London,09:25,04:25,19h,2 stops,Multi Stopover,13882,saudia,jeddah,1140,2.0,JED
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,20:20,18:50,22h 30m,1 stop,Standard Stopover,9555,saudia,dammam,1350,1.0,DMM
Saudia,2019-04-27,Dammam,Riyadh,Dammam → Riyadh,20:20,22:55,2h 35m,non-stop,Express Flight,4804,saudia,dammam,155,0.0,DMM
Flynas,2019-03-15,Abha,Dammam,Abha → Dammam,07:05,09:20,2h 15m,non-stop,Express Flight,6627,flynas,abha,135,0.0,AHB
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,06:30,12:00,5h 30m,1 stop,No Meal,8586,saudia,dammam,330,1.0,DMM
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,22:15,00:50,2h 35m,non-stop,Express Flight,4804,saudia,dammam,155,0.0,DMM
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,08:50,23:55,39h 5m,2 stops,Multi Stopover,17135,saudia,riyadh,2345,2.0,RUH
Saudia,2019-05-09,Jeddah,London,Jeddah → London,10:00,19:00,9h,1 stop,Standard Stopover,15554,saudia,jeddah,540,1.0,JED
Saudia,2019-05-27,Jeddah,London,Jeddah → London,08:30,21:00,12h 30m,1 stop,Standard Stopover,6838,saudia,jeddah,750,1.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,07:35,12:00,4h 25m,1 stop,Standard Stopover,8258,saudia,jeddah,265,1.0,JED
Saudia,2019-03-06,Jeddah,London,Jeddah → London,10:25,19:20,8h 55m,1 stop,Standard Stopover,8213,saudia,jeddah,535,1.0,JED
Saudia,2019-06-06,Jeddah,London,Jeddah → London,07:00,19:00,12h,1 stop,Standard Stopover,12192,saudia,jeddah,720,1.0,JED
Saudia,2019-06-03,Jeddah,London,Jeddah → London,10:00,19:15,9h 15m,1 stop,Standard Stopover,14848,saudia,jeddah,555,1.0,JED
Saudia,2019-03-21,Dammam,Riyadh,Dammam → Riyadh,15:10,17:45,2h 35m,non-stop,Express Flight,4148,saudia,dammam,155,0.0,DMM
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,20:00,12:00,16h,1 stop,No Meal,10844,saudia,dammam,960,1.0,DMM
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,18:55,22:35,27h 40m,1 stop,No Meal,10844,saudia,dammam,1660,1.0,DMM
Saudia,2019-06-24,Jeddah,London,Jeddah → London,19:00,01:30,6h 30m,1 stop,Standard Stopover,6795,saudia,jeddah,390,1.0,JED
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,16:30,04:40,12h 10m,1 stop,Standard Stopover,14781,saudia,dammam,730,1.0,DMM
Saudia,2019-06-27,Jeddah,London,Jeddah → London,07:15,12:30,5h 15m,1 stop,Standard Stopover,6582,saudia,jeddah,315,1.0,JED
Saudia,2019-04-24,Riyadh,Jeddah,Riyadh → Jeddah,09:30,12:20,2h 50m,non-stop,No Baggage,3919,saudia,riyadh,170,0.0,RUH
Saudia,2019-06-27,Jeddah,London,Jeddah → London,09:45,22:30,12h 45m,1 stop,Standard Stopover,9646,saudia,jeddah,765,1.0,JED
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,15:35,23:40,8h 5m,1 stop,Long Layover,7744,saudia,riyadh,485,1.0,RUH
Saudia,2019-06-06,Jeddah,London,Jeddah → London,09:40,12:35,26h 55m,2 stops,No Meal,11733,saudia,jeddah,1615,2.0,JED
Saudia,2019-06-15,Jeddah,London,Jeddah → London,09:00,04:25,19h 25m,1 stop,No Meal,10262,saudia,jeddah,1165,1.0,JED
Saudia,2019-03-12,Riyadh,Dubai,Riyadh → Dubai,05:45,12:15,6h 30m,1 stop,Standard Stopover,17524,saudia,riyadh,390,1.0,RUH
Saudia,2019-03-09,Medina,Cairo,Medina → Cairo,22:45,00:10,1h 25m,non-stop,Express Flight,3603,saudia,medina,85,0.0,MED
Saudia,2019-05-18,Jeddah,London,Jeddah → London,07:30,19:15,11h 45m,1 stop,Standard Stopover,7564,saudia,jeddah,705,1.0,JED
Saudia,2019-06-09,Jeddah,London,Jeddah → London,10:20,21:00,10h 40m,1 stop,Standard Stopover,7005,saudia,jeddah,640,1.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,09:10,01:35,16h 25m,1 stop,Standard Stopover,14871,saudia,jeddah,985,1.0,JED
Saudia,2019-04-18,Riyadh,Jeddah,Riyadh → Jeddah,04:55,07:45,2h 50m,non-stop,Express Flight,4282,saudia,riyadh,170,0.0,RUH
Saudia,2019-05-27,Jeddah,London,Jeddah → London,23:05,12:35,13h 30m,2 stops,Multi Stopover,15129,saudia,jeddah,810,2.0,JED
Saudia,2019-06-24,Jeddah,London,Jeddah → London,16:45,22:25,5h 40m,1 stop,Standard Stopover,6752,saudia,jeddah,340,1.0,JED
Saudia,2019-05-21,Jeddah,London,Jeddah → London,14:05,17:55,3h 50m,non-stop,Express Flight,6094,saudia,jeddah,230,0.0,JED
Saudia,2019-05-01,Medina,Cairo,Medina → Cairo,16:55,18:25,1h 30m,non-stop,Express Flight,3175,saudia,medina,90,0.0,MED
Saudia,2019-06-27,Jeddah,London,Jeddah → London,08:45,19:15,10h 30m,1 stop,Standard Stopover,8266,saudia,jeddah,630,1.0,JED
Saudia,2019-04-12,Riyadh,Jeddah,Riyadh → Jeddah,20:55,23:40,2h 45m,non-stop,Express Flight,6722,saudia,riyadh,165,0.0,RUH
Saudia,2019-06-24,Dammam,Riyadh,Dammam → Riyadh,06:55,09:30,2h 35m,non-stop,Express Flight,3873,saudia,dammam,155,0.0,DMM
Saudia,2019-04-03,Medina,Cairo,Medina → Cairo,13:55,15:25,1h 30m,non-stop,Express Flight,2575,saudia,medina,90,0.0,MED
Saudia,2019-05-21,Jeddah,London,Jeddah → London,06:40,19:15,12h 35m,1 stop,Standard Stopover,7787,saudia,jeddah,755,1.0,JED
